SeqId,NussinovFolderFolding Tns,
seq_130_53,1452987,
seq_130_54,1431615,
seq_130_55,1444247,
seq_130_56,1427690,
seq_130_57,1374953,
seq_130_58,1437658,
seq_130_59,1530194,
seq_130_60,1489992,
seq_130_61,1414815,
seq_130_62,1433153,
seq_130_63,1540472,
seq_130_64,1419031,
seq_130_65,2119095,
seq_130_66,1721073,
seq_130_67,1448905,
seq_130_68,1474564,
seq_130_69,1591831,
seq_130_70,1584549,
seq_130_71,1459599,
seq_130_72,1495846,
seq_130_73,1424457,
seq_130_74,1418141,
seq_130_75,1489289,
seq_130_76,1432124,
seq_130_77,1444221,
seq_130_78,1441664,
seq_130_79,1462567,
seq_130_80,1456339,
seq_130_81,1413457,
seq_130_82,1399553,
seq_130_83,1469323,
seq_130_84,1450954,
seq_130_85,1435515,
seq_130_86,1450918,
seq_130_87,1537109,
seq_130_88,1374096,
seq_130_89,2167131,
seq_130_90,1449330,
seq_130_91,1359618,
seq_130_92,1483425,
seq_130_93,1428498,
seq_130_94,1403145,
seq_130_95,1463773,
seq_130_96,1486126,
seq_130_97,1462806,
seq_130_98,1451262,
seq_130_99,1487390,
seq_140_0,1891121,
seq_140_1,1784227,
seq_140_2,1737252,
seq_140_3,1923394,
seq_140_4,1820267,
seq_140_5,1822163,
seq_140_6,1792664,
seq_140_7,1755923,
seq_140_8,1837136,
seq_140_9,1821574,
seq_140_10,1763345,
seq_140_11,2285358,
seq_140_12,1756735,
seq_140_13,1797912,
seq_140_14,1775022,
seq_140_15,1704675,
seq_140_16,1915987,
seq_140_17,1873719,
seq_140_18,1795403,
seq_140_19,1873953,
seq_140_20,1775483,
seq_140_21,1810422,
seq_140_22,1767880,
seq_140_23,1751201,
seq_140_24,1841943,
seq_140_25,1765806,
seq_140_26,1788508,
seq_140_27,1755359,
seq_140_28,1928928,
seq_140_29,1690818,
seq_140_30,2584375,
seq_140_31,1834730,
seq_140_32,1686384,
seq_140_33,1982251,
seq_140_34,1766365,
seq_140_35,1735965,
seq_140_36,1758636,
seq_140_37,1764563,
seq_140_38,1750169,
seq_140_39,2108851,
seq_140_40,1868863,
seq_140_41,1751884,
seq_140_42,1732800,
seq_140_43,1866676,
seq_140_44,1786982,
seq_140_45,1846322,
seq_140_46,1806345,
seq_140_47,1835888,
seq_140_48,1853546,
seq_140_49,2676060,
seq_140_50,2565248,
seq_140_51,1846764,
seq_140_52,1793007,
seq_140_53,1733064,
seq_140_54,1775350,
seq_140_55,1876682,
seq_140_56,2566094,
seq_140_57,2517346,
seq_140_58,2546144,
seq_140_59,2602615,
seq_140_60,2388437,
seq_140_61,2530030,
seq_140_62,1872424,
seq_140_63,1850250,
seq_140_64,1832240,
seq_140_65,1855287,
seq_140_66,1760082,
seq_140_67,2560540,
seq_140_68,2631275,
seq_140_69,1904046,
seq_140_70,1953094,
seq_140_71,1871977,
seq_140_72,1895563,
seq_140_73,1847622,
seq_140_74,1785908,
seq_140_75,1754133,
seq_140_76,1651667,
seq_140_77,1780307,
seq_140_78,1845432,
seq_140_79,1820432,
seq_140_80,1823655,
seq_140_81,1812451,
seq_140_82,1834306,
seq_140_83,1736895,
seq_140_84,1790936,
seq_140_85,1824814,
seq_140_86,2108948,
seq_140_87,2579098,
seq_140_88,2611098,
seq_140_89,1830451,
seq_140_90,1870443,
seq_140_91,1764844,
seq_140_92,1841424,
seq_140_93,1780836,
seq_140_94,1828557,
seq_140_95,2152409,
seq_140_96,1811035,
seq_140_97,1716646,
seq_140_98,1763761,
seq_140_99,1871666,
seq_150_0,2106125,
seq_150_1,2252794,
seq_150_2,2206166,
seq_150_3,2151330,
seq_150_4,2178465,
seq_150_5,2186190,
seq_150_6,2218183,
seq_150_7,2975235,
seq_150_8,2548748,
seq_150_9,2190475,
seq_150_10,2272653,
seq_150_11,2163087,
seq_150_12,2173448,
seq_150_13,2204740,
seq_150_14,2206850,
seq_150_15,2133357,
seq_150_16,2225181,
seq_150_17,2234240,
seq_150_18,2229623,
seq_150_19,2110629,
seq_150_20,2152763,
seq_150_21,2278909,
seq_150_22,2292641,
seq_150_23,2147089,
seq_150_24,2973998,
seq_150_25,2866415,
seq_150_26,2195144,
seq_150_27,2174247,
seq_150_28,2145543,
seq_150_29,2159069,
seq_150_30,2430668,
seq_150_31,2155212,
seq_150_32,2165244,
seq_150_33,2301872,
seq_150_34,2040245,
seq_150_35,2178596,
seq_150_36,2144183,
seq_150_37,2103761,
seq_150_38,2083581,
seq_150_39,2178998,
seq_150_40,2185046,
seq_150_41,2086519,
seq_150_42,3066189,
seq_150_43,2215553,
seq_150_44,2352947,
seq_150_45,2123742,
seq_150_46,2149911,
seq_150_47,2186071,
seq_150_48,2001727,
seq_150_49,2205362,
seq_150_50,2238560,
seq_150_51,2278366,
seq_150_52,2048316,
seq_150_53,2125357,
seq_150_54,2171087,
seq_150_55,2176476,
seq_150_56,2190562,
seq_150_57,2161975,
seq_150_58,3314253,
seq_150_59,3211746,
seq_150_60,2280191,
seq_150_61,2205512,
seq_150_62,2122420,
seq_150_63,2268749,
seq_150_64,2164640,
seq_150_65,2423315,
seq_150_66,2185477,
seq_150_67,2214307,
seq_150_68,2134930,
seq_150_69,2202486,
seq_150_70,2120967,
seq_150_71,2196955,
seq_150_72,2173328,
seq_150_73,2203630,
seq_150_74,2231250,
seq_150_75,3260719,
seq_150_76,3325579,
seq_150_77,2186047,
seq_150_78,2446316,
seq_150_79,2169781,
seq_150_80,2235360,
seq_150_81,2205531,
seq_150_82,2190740,
seq_150_83,2115672,
seq_150_84,2193365,
seq_150_85,2118406,
seq_150_86,2148013,
seq_150_87,2189454,
seq_150_88,2136969,
seq_150_89,2209787,
seq_150_90,2217509,
seq_150_91,2764703,
seq_150_92,3187070,
seq_150_93,2494826,
seq_150_94,2173107,
seq_150_95,2115359,
seq_150_96,2198060,
seq_150_97,2169067,
seq_150_98,2141976,
seq_150_99,2567579,
seq_160_0,2544932,
seq_160_1,2647033,
seq_160_2,2633526,
seq_160_3,2689138,
seq_160_4,2663750,
seq_160_5,2607951,
seq_160_6,2685313,
seq_160_7,3137890,
seq_160_8,3490277,
seq_160_9,2573991,
seq_160_10,2734031,
seq_160_11,2718230,
seq_160_12,2538955,
seq_160_13,2563065,
seq_160_14,2731660,
seq_160_15,2727061,
seq_160_16,2764289,
seq_160_17,2587470,
seq_160_18,2569330,
seq_160_19,2648384,
seq_160_20,2677108,
seq_160_21,3766320,
seq_160_22,3231221,
seq_160_23,2481233,
seq_160_24,2608618,
seq_160_25,2682782,
seq_160_26,2700665,
seq_160_27,2633749,
seq_160_28,3011664,
seq_160_29,2553446,
seq_160_30,2596358,
seq_160_31,2589465,
seq_160_32,2672006,
seq_160_33,2656210,
seq_160_34,3156180,
seq_160_35,3689974,
seq_160_36,2990156,
seq_160_37,2722072,
seq_160_38,2579187,
seq_160_39,3103862,
seq_160_40,2687292,
seq_160_41,2677450,
seq_160_42,2610487,
seq_160_43,2567585,
seq_160_44,2644284,
seq_160_45,2459341,
seq_160_46,2670760,
seq_160_47,2642638,
seq_160_48,3424658,
seq_160_49,4256080,
seq_160_50,2978897,
seq_160_51,2614442,
seq_160_52,2514173,
seq_160_53,2594041,
seq_160_54,2611919,
seq_160_55,2628104,
seq_160_56,2976883,
seq_160_57,2761780,
seq_160_58,2588657,
seq_160_59,2473583,
seq_160_60,2608258,
seq_160_61,2605374,
seq_160_62,3121343,
seq_160_63,3702513,
seq_160_64,2968633,
seq_160_65,2557629,
seq_160_66,2559758,
seq_160_67,3214558,
seq_160_68,2645362,
seq_160_69,2651044,
seq_160_70,2564934,
seq_160_71,2688808,
seq_160_72,2604608,
seq_160_73,2506300,
seq_160_74,2514304,
seq_160_75,2475220,
seq_160_76,3534332,
seq_160_77,3904799,
seq_160_78,2985857,
seq_160_79,2512855,
seq_160_80,2576238,
seq_160_81,2597105,
seq_160_82,2577648,
seq_160_83,2714149,
seq_160_84,2616278,
seq_160_85,2622887,
seq_160_86,2644658,
seq_160_87,2593274,
seq_160_88,2835157,
seq_160_89,2593469,
seq_160_90,2679641,
seq_160_91,2539088,
seq_160_92,3421286,
seq_160_93,2644777,
seq_160_94,2565278,
seq_160_95,2618858,
seq_160_96,3082585,
seq_160_97,2567387,
seq_160_98,2491285,
seq_160_99,2529499,
seq_170_0,3161393,
seq_170_1,3111771,
seq_170_2,2977402,
seq_170_3,3162725,
seq_170_4,4659760,
seq_170_5,3451631,
seq_170_6,3341960,
seq_170_7,3107162,
seq_170_8,3147834,
seq_170_9,3181877,
seq_170_10,3200150,
seq_170_11,3075630,
seq_170_12,3213958,
seq_170_13,3055571,
seq_170_14,3014823,
seq_170_15,3633064,
seq_170_16,4388415,
seq_170_17,3122043,
seq_170_18,3216898,
seq_170_19,3144907,
seq_170_20,3104761,
seq_170_21,3499219,
seq_170_22,3047112,
seq_170_23,3036755,
seq_170_24,3056888,
seq_170_25,2948865,
seq_170_26,3089641,
seq_170_27,3793456,
seq_170_28,4113652,
seq_170_29,3105448,
seq_170_30,3177851,
seq_170_31,3473223,
seq_170_32,3035644,
seq_170_33,3045314,
seq_170_34,3195706,
seq_170_35,3113451,
seq_170_36,3134387,
seq_170_37,3059076,
seq_170_38,3155194,
seq_170_39,4470986,
seq_170_40,3704700,
seq_170_41,3078638,
seq_170_42,3088376,
seq_170_43,3042387,
seq_170_44,3057347,
seq_170_45,3391060,
seq_170_46,3240756,
seq_170_47,3078547,
seq_170_48,3356451,
seq_170_49,2980620,
seq_170_50,4052612,
seq_170_51,4570901,
seq_170_52,3096149,
seq_170_53,3098826,
seq_170_54,3484396,
seq_170_55,3165690,
seq_170_56,3098514,
seq_170_57,3100324,
seq_170_58,3118732,
seq_170_59,2914486,
seq_170_60,3192474,
seq_170_61,3071683,
seq_170_62,4372633,
seq_170_63,4277270,
seq_170_64,3119211,
seq_170_65,3131999,
seq_170_66,3171657,
seq_170_67,3135298,
seq_170_68,3565178,
seq_170_69,3148192,
seq_170_70,3035665,
seq_170_71,3043685,
seq_170_72,3088145,
seq_170_73,3126177,
seq_170_74,4781242,
seq_170_75,3965042,
seq_170_76,2934396,
seq_170_77,3328317,
seq_170_78,3235818,
seq_170_79,3054173,
seq_170_80,2887221,
seq_170_81,3157588,
seq_170_82,3123005,
seq_170_83,3030691,
seq_170_84,3272423,
seq_170_85,3113710,
seq_170_86,3056304,
seq_170_87,4402164,
seq_170_88,3065892,
seq_170_89,3114941,
seq_170_90,3056719,
seq_170_91,3084924,
seq_170_92,3474663,
seq_170_93,3167796,
seq_170_94,3170202,
seq_170_95,3000317,
seq_170_96,3324661,
seq_170_97,4344052,
seq_170_98,4655990,
seq_170_99,3605365,
seq_180_0,5924538,
seq_180_1,5262640,
seq_180_2,5357719,
seq_180_3,4453447,
seq_180_4,3681046,
seq_180_5,3573379,
seq_180_6,5090829,
seq_180_7,4805576,
seq_180_8,3655302,
seq_180_9,3986202,
seq_180_10,3647356,
seq_180_11,3853657,
seq_180_12,3431640,
seq_180_13,3633767,
seq_180_14,3632007,
seq_180_15,3662793,
seq_180_16,5185965,
seq_180_17,4617885,
seq_180_18,3597664,
seq_180_19,3911290,
seq_180_20,3537529,
seq_180_21,3533879,
seq_180_22,3719653,
seq_180_23,3788106,
seq_180_24,3560580,
seq_180_25,3678030,
seq_180_26,4771892,
seq_180_27,4683647,
seq_180_28,3693921,
seq_180_29,3687561,
seq_180_30,3607253,
seq_180_31,3941335,
seq_180_32,3657585,
seq_180_33,3503921,
seq_180_34,3740518,
seq_180_35,3661351,
seq_180_36,5242932,
seq_180_37,5793953,
seq_180_38,6428845,
seq_180_39,5374293,
seq_180_40,3992475,
seq_180_41,5336590,
seq_180_42,5788088,
seq_180_43,4746692,
seq_180_44,5486367,
seq_180_45,3777496,
seq_180_46,4306589,
seq_180_47,4850583,
seq_180_48,5062924,
seq_180_49,4391105,
seq_180_50,5391198,
seq_180_51,5644714,
seq_180_52,5758339,
seq_180_53,5401412,
seq_180_54,4544906,
seq_180_55,3797574,
seq_180_56,3488398,
seq_180_57,3674018,
seq_180_58,3564125,
seq_180_59,3481671,
seq_180_60,3633424,
seq_180_61,5216425,
seq_180_62,3740862,
seq_180_63,3618507,
seq_180_64,3557047,
seq_180_65,3519110,
seq_180_66,4273858,
seq_180_67,3718648,
seq_180_68,3717939,
seq_180_69,3601195,
seq_180_70,4118506,
seq_180_71,5174450,
seq_180_72,3691730,
seq_180_73,3469799,
seq_180_74,4353976,
seq_180_75,3679843,
seq_180_76,3661733,
seq_180_77,3552146,
seq_180_78,3662605,
seq_180_79,3586580,
seq_180_80,4962470,
seq_180_81,5778953,
seq_180_82,4571287,
seq_180_83,5690566,
seq_180_84,4644162,
seq_180_85,5227252,
seq_180_86,4188308,
seq_180_87,5307394,
seq_180_88,5455681,
seq_180_89,4682902,
seq_180_90,3774550,
seq_180_91,3874348,
seq_180_92,3830122,
seq_180_93,3433128,
seq_180_94,3723668,
seq_180_95,3683573,
seq_180_96,3721536,
seq_180_97,3898158,
seq_180_98,5462689,
seq_180_99,4246847,
seq_190_0,4444989,
seq_190_1,4141136,
seq_190_2,4467299,
seq_190_3,4120187,
seq_190_4,4286929,
seq_190_5,3895156,
seq_190_6,4357460,
seq_190_7,5427916,
seq_190_8,4243393,
seq_190_9,4412769,
seq_190_10,4489351,
seq_190_11,4421806,
seq_190_12,4227303,
seq_190_13,4412440,
seq_190_14,4655975,
seq_190_15,6277704,
seq_190_16,4532866,
seq_190_17,4265711,
seq_190_18,4370859,
seq_190_19,4381467,
seq_190_20,4047535,
seq_190_21,4247647,
seq_190_22,4417259,
seq_190_23,6495923,
seq_190_24,4532447,
seq_190_25,4173697,
seq_190_26,4218915,
seq_190_27,4532429,
seq_190_28,4294602,
seq_190_29,4318411,
seq_190_30,4312765,
seq_190_31,5215347,
seq_190_32,5252041,
seq_190_33,4588322,
seq_190_34,4590071,
seq_190_35,4349757,
seq_190_36,4202257,
seq_190_37,4196194,
seq_190_38,4261552,
seq_190_39,4695387,
seq_190_40,6486593,
seq_190_41,4370998,
seq_190_42,4074758,
seq_190_43,4225091,
seq_190_44,4252690,
seq_190_45,4274723,
seq_190_46,4078058,
seq_190_47,4319184,
seq_190_48,5127639,
seq_190_49,5114736,
seq_190_50,4678968,
seq_190_51,4329631,
seq_190_52,4241601,
seq_190_53,4384680,
seq_190_54,4272594,
seq_190_55,4354689,
seq_190_56,4962203,
seq_190_57,5192540,
seq_190_58,4864875,
seq_190_59,4247238,
seq_190_60,4361849,
seq_190_61,4550103,
seq_190_62,4170043,
seq_190_63,4228635,
seq_190_64,4520530,
seq_190_65,5272763,
seq_190_66,5211505,
seq_190_67,4237805,
seq_190_68,4348923,
seq_190_69,4019052,
seq_190_70,4564417,
seq_190_71,4492934,
seq_190_72,4160561,
seq_190_73,4178326,
seq_190_74,4495375,
seq_190_75,4484519,
seq_190_76,4205877,
seq_190_77,3997261,
seq_190_78,4122455,
seq_190_79,4511960,
seq_190_80,4288332,
seq_190_81,4053912,
seq_190_82,4451567,
seq_190_83,4314806,
seq_190_84,4265720,
seq_190_85,4171008,
seq_190_86,4653735,
seq_190_87,4428570,
seq_190_88,4281545,
seq_190_89,4241520,
seq_190_90,4351480,
seq_190_91,4184838,
seq_190_92,4371236,
seq_190_93,4498077,
seq_190_94,4339728,
seq_190_95,4290275,
seq_190_96,4237449,
seq_190_97,4264513,
seq_190_98,4310720,
seq_190_99,4152604,
seq_200_0,5840582,
seq_200_1,4972897,
seq_200_2,4981132,
seq_200_3,5083937,
seq_200_4,4953960,
seq_200_5,4956483,
seq_200_6,4921960,
seq_200_7,4941282,
seq_200_8,5159740,
seq_200_9,4886066,
seq_200_10,5317811,
seq_200_11,4743915,
seq_200_12,4936594,
seq_200_13,4979341,
seq_200_14,4894006,
seq_200_15,5208996,
seq_200_16,5014809,
seq_200_17,4946802,
seq_200_18,4818118,
seq_200_19,5209923,
seq_200_20,4987158,
seq_200_21,5020014,
seq_200_22,4991730,
seq_200_23,4941701,
seq_200_24,4784425,
seq_200_25,4962594,
seq_200_26,5460329,
seq_200_27,4958257,
seq_200_28,4835997,
seq_200_29,4952726,
seq_200_30,4732265,
seq_200_31,5210467,
seq_200_32,6076085,
seq_200_33,4886411,
seq_200_34,4809737,
seq_200_35,4921408,
seq_200_36,4848331,
seq_200_37,4869975,
seq_200_38,5046597,
seq_200_39,5135873,
seq_200_40,5037051,
seq_200_41,5074180,
seq_200_42,5384390,
seq_200_43,4824954,
seq_200_44,5020608,
seq_200_45,5107812,
seq_200_46,5221921,
seq_200_47,4821794,
seq_200_48,5249008,
seq_200_49,4973688,
seq_200_50,4984178,
seq_200_51,4862033,
seq_200_52,4955510,
seq_200_53,4894019,
seq_200_54,4848219,
seq_200_55,5169791,
seq_200_56,4917401,
seq_200_57,5257363,
seq_200_58,5047805,
seq_200_59,4962855,
seq_200_60,5128681,
seq_200_61,5072489,
seq_200_62,5075052,
seq_200_63,4781301,
seq_200_64,5049472,
seq_200_65,5128081,
seq_200_66,5039110,
seq_200_67,5061953,
seq_200_68,4913728,
seq_200_69,5171727,
seq_200_70,5344779,
seq_200_71,4834875,
seq_200_72,4937885,
seq_200_73,5112425,
seq_200_74,4872661,
seq_200_75,4801554,
seq_200_76,5143535,
seq_200_77,4890489,
seq_200_78,4967512,
seq_200_79,4934219,
seq_200_80,5362367,
seq_200_81,5036492,
seq_200_82,5094387,
seq_200_83,5148726,
seq_200_84,5169290,
seq_200_85,4822797,
seq_200_86,5113665,
seq_200_87,4751156,
seq_200_88,4688789,
seq_200_89,4867890,
seq_200_90,5016946,
seq_200_91,5173764,
seq_200_92,5262379,
seq_200_93,4874156,
seq_200_94,4867049,
seq_200_95,4969726,
seq_200_96,4945243,
seq_200_97,5014681,
seq_200_98,4847042,
seq_200_99,4968339,
seq_210_0,5712523,
seq_210_1,5696172,
seq_210_2,5976448,
seq_210_3,5648658,
seq_210_4,5736927,
seq_210_5,5723959,
seq_210_6,5661752,
seq_210_7,5760492,
seq_210_8,6091258,
seq_210_9,5720580,
seq_210_10,5514672,
seq_210_11,5812919,
seq_210_12,5690782,
seq_210_13,5924153,
seq_210_14,5663099,
seq_210_15,5600614,
seq_210_16,5822033,
seq_210_17,5447960,
seq_210_18,5660231,
seq_210_19,5762252,
seq_210_20,6001386,
seq_210_21,5693323,
seq_210_22,6198590,
seq_210_23,5553327,
seq_210_24,5474742,
seq_210_25,5704192,
seq_210_26,5814190,
seq_210_27,5973402,
seq_210_28,5809763,
seq_210_29,5576191,
seq_210_30,5854565,
seq_210_31,5783593,
seq_210_32,5646592,
seq_210_33,5699432,
seq_210_34,5801044,
seq_210_35,5618243,
seq_210_36,5551965,
seq_210_37,6294448,
seq_210_38,5567263,
seq_210_39,6406933,
seq_210_40,6156230,
seq_210_41,5589148,
seq_210_42,5617150,
seq_210_43,5735453,
seq_210_44,5961615,
seq_210_45,5661289,
seq_210_46,5874010,
seq_210_47,5798960,
seq_210_48,5522037,
seq_210_49,5465319,
seq_210_50,6066189,
seq_210_51,5728161,
seq_210_52,5702594,
seq_210_53,5593632,
seq_210_54,5898685,
seq_210_55,5753253,
seq_210_56,5871862,
seq_210_57,5806572,
seq_210_58,5974767,
seq_210_59,5562158,
seq_210_60,5370998,
seq_210_61,6330054,
seq_210_62,5645944,
seq_210_63,5523266,
seq_210_64,6003820,
seq_210_65,5678597,
seq_210_66,5616481,
seq_210_67,5981749,
seq_210_68,5962329,
seq_210_69,5654224,
seq_210_70,6171145,
seq_210_71,5742839,
seq_210_72,5759795,
seq_210_73,5726507,
seq_210_74,5952106,
seq_210_75,5857890,
seq_210_76,5690733,
seq_210_77,5687394,
seq_210_78,5763704,
seq_210_79,5564913,
seq_210_80,5696063,
seq_210_81,5890563,
seq_210_82,5531328,
seq_210_83,5670015,
seq_210_84,5675482,
seq_210_85,5732226,
seq_210_86,5642582,
seq_210_87,5596791,
seq_210_88,5797954,
seq_210_89,5778504,
seq_210_90,5846063,
seq_210_91,5496107,
seq_210_92,5726160,
seq_210_93,5680213,
seq_210_94,5925582,
seq_210_95,5894332,
seq_210_96,5721240,
seq_210_97,5559871,
seq_210_98,5485110,
seq_210_99,5554205,
seq_220_0,6654486,
seq_220_1,6876982,
seq_220_2,6321320,
seq_220_3,6927417,
seq_220_4,6296389,
seq_220_5,6522437,
seq_220_6,6499258,
seq_220_7,6502189,
seq_220_8,6845760,
seq_220_9,6274121,
seq_220_10,6530032,
seq_220_11,6631254,
seq_220_12,6592195,
seq_220_13,6664168,
seq_220_14,6139987,
seq_220_15,6507247,
seq_220_16,7239982,
seq_220_17,6374956,
seq_220_18,6766505,
seq_220_19,7264964,
seq_220_20,6458211,
seq_220_21,7048809,
seq_220_22,6287061,
seq_220_23,6696779,
seq_220_24,6637376,
seq_220_25,6616647,
seq_220_26,6770518,
seq_220_27,6315471,
seq_220_28,6361512,
seq_220_29,6475987,
seq_220_30,6627753,
seq_220_31,6864907,
seq_220_32,6548604,
seq_220_33,7166865,
seq_220_34,6625771,
seq_220_35,6767692,
seq_220_36,6839599,
seq_220_37,6466498,
seq_220_38,6528844,
seq_220_39,6147483,
seq_220_40,6531716,
seq_220_41,6638916,
seq_220_42,6406828,
seq_220_43,6660019,
seq_220_44,6591452,
seq_220_45,6762367,
seq_220_46,6271839,
seq_220_47,6625160,
seq_220_48,6795257,
seq_220_49,6659971,
seq_220_50,7029027,
seq_220_51,6321146,
seq_220_52,6678454,
seq_220_53,6222858,
seq_220_54,6483359,
seq_220_55,6773655,
seq_220_56,6419076,
seq_220_57,6136018,
seq_220_58,6079116,
seq_220_59,6370486,
seq_220_60,7553046,
seq_220_61,6821115,
seq_220_62,6248928,
seq_220_63,6837195,
seq_220_64,6331356,
seq_220_65,6431348,
seq_220_66,6735188,
seq_220_67,6541075,
seq_220_68,6665202,
seq_220_69,6572178,
seq_220_70,6505895,
seq_220_71,6455319,
seq_220_72,6999367,
seq_220_73,6224998,
seq_220_74,6385447,
seq_220_75,7189243,
seq_220_76,6347860,
seq_220_77,6314749,
seq_220_78,6605608,
seq_220_79,6521131,
seq_220_80,6726461,
seq_220_81,6363341,
seq_220_82,6462796,
seq_220_83,6382444,
seq_220_84,6960918,
seq_220_85,7008574,
seq_220_86,6369112,
seq_220_87,6195364,
seq_220_88,6614135,
seq_220_89,6450721,
seq_220_90,6593119,
seq_220_91,6354493,
seq_220_92,6565674,
seq_220_93,6595384,
seq_220_94,6492867,
seq_220_95,6579791,
seq_220_96,7005839,
seq_220_97,6827057,
seq_220_98,6342479,
seq_220_99,6575393,
seq_230_0,7443460,
seq_230_1,7592649,
seq_230_2,7635417,
seq_230_3,7437246,
seq_230_4,7719144,
seq_230_5,7190510,
seq_230_6,7209401,
seq_230_7,7841786,
seq_230_8,7248650,
seq_230_9,7438577,
seq_230_10,7184588,
seq_230_11,7114022,
seq_230_12,7543776,
seq_230_13,7910626,
seq_230_14,7169003,
seq_230_15,7641043,
seq_230_16,7444366,
seq_230_17,7041562,
seq_230_18,7536941,
seq_230_19,7413488,
seq_230_20,7582004,
seq_230_21,7265715,
seq_230_22,7581116,
seq_230_23,7445142,
seq_230_24,7665174,
seq_230_25,7211539,
seq_230_26,7388953,
seq_230_27,7463333,
seq_230_28,7801534,
seq_230_29,7363206,
seq_230_30,7487127,
seq_230_31,7152383,
seq_230_32,7370625,
seq_230_33,7517007,
seq_230_34,7630229,
seq_230_35,8086177,
seq_230_36,7432642,
seq_230_37,7428570,
seq_230_38,7491990,
seq_230_39,7521223,
seq_230_40,7344169,
seq_230_41,7713108,
seq_230_42,7295301,
seq_230_43,7383150,
seq_230_44,7724275,
seq_230_45,7404638,
seq_230_46,7720197,
seq_230_47,7151673,
seq_230_48,7417749,
seq_230_49,7611530,
seq_230_50,7794847,
seq_230_51,7538576,
seq_230_52,7592880,
seq_230_53,7169090,
seq_230_54,7169162,
seq_230_55,7559852,
seq_230_56,7311325,
seq_230_57,8070277,
seq_230_58,7266638,
seq_230_59,7428467,
seq_230_60,8068792,
seq_230_61,7591326,
seq_230_62,7554192,
seq_230_63,7246689,
seq_230_64,7168818,
seq_230_65,7462398,
seq_230_66,7929296,
seq_230_67,7271412,
seq_230_68,7739761,
seq_230_69,7694980,
seq_230_70,7183499,
seq_230_71,7537101,
seq_230_72,7722374,
seq_230_73,7312710,
seq_230_74,7318252,
seq_230_75,7472350,
seq_230_76,7695910,
seq_230_77,7273708,
seq_230_78,7100973,
seq_230_79,7300523,
seq_230_80,7392454,
seq_230_81,7710444,
seq_230_82,7439301,
seq_230_83,7494051,
seq_230_84,7347060,
seq_230_85,7517175,
seq_230_86,7304184,
seq_230_87,7972932,
seq_230_88,7259363,
seq_230_89,7445366,
seq_230_90,7490100,
seq_230_91,7627769,
seq_230_92,7582405,
seq_230_93,7313062,
seq_230_94,7881180,
seq_230_95,7497435,
seq_230_96,7232033,
seq_230_97,7921770,
seq_230_98,7441033,
seq_230_99,7283482,
seq_240_0,8488894,
seq_240_1,7866741,
seq_240_2,8763103,
seq_240_3,8552897,
seq_240_4,8263425,
seq_240_5,8159398,
seq_240_6,8403637,
seq_240_7,8570406,
seq_240_8,8766558,
seq_240_9,8404322,
seq_240_10,8489384,
seq_240_11,8786880,
seq_240_12,8778608,
seq_240_13,8185870,
seq_240_14,8423166,
seq_240_15,8427609,
seq_240_16,8724073,
seq_240_17,8017761,
seq_240_18,8869636,
seq_240_19,8135112,
seq_240_20,8420902,
seq_240_21,8279387,
seq_240_22,8616503,
seq_240_23,8182908,
seq_240_24,8516594,
seq_240_25,8290325,
seq_240_26,8595618,
seq_240_27,8378189,
seq_240_28,8751294,
seq_240_29,8054016,
seq_240_30,8698834,
seq_240_31,8541901,
seq_240_32,8691805,
seq_240_33,8317638,
seq_240_34,8402937,
seq_240_35,8426251,
seq_240_36,8573286,
seq_240_37,8378161,
seq_240_38,8315730,
seq_240_39,8184689,
seq_240_40,8882704,
seq_240_41,8389060,
seq_240_42,8327655,
seq_240_43,8190677,
seq_240_44,7902048,
seq_240_45,8643814,
seq_240_46,8426583,
seq_240_47,8986489,
seq_240_48,8489864,
seq_240_49,8252277,
seq_240_50,8509441,
seq_240_51,8506669,
seq_240_52,8735485,
seq_240_53,8322750,
seq_240_54,8163244,
seq_240_55,8846064,
seq_240_56,8528008,
seq_240_57,8392204,
seq_240_58,8582287,
seq_240_59,8380206,
seq_240_60,8427631,
seq_240_61,8529294,
seq_240_62,8739963,
seq_240_63,8027514,
seq_240_64,8713497,
seq_240_65,8424133,
seq_240_66,8693428,
seq_240_67,8264803,
seq_240_68,8491081,
seq_240_69,8705426,
seq_240_70,8529146,
seq_240_71,8345814,
seq_240_72,8492902,
seq_240_73,8037960,
seq_240_74,8311487,
seq_240_75,8349243,
seq_240_76,8530827,
seq_240_77,8526946,
seq_240_78,8678923,
seq_240_79,8547611,
seq_240_80,8435888,
seq_240_81,8257959,
seq_240_82,8458827,
seq_240_83,8614818,
seq_240_84,8494444,
seq_240_85,8707200,
seq_240_86,7998027,
seq_240_87,8229488,
seq_240_88,8857823,
seq_240_89,9100697,
seq_240_90,8675924,
seq_240_91,8286396,
seq_240_92,8506087,
seq_240_93,8633471,
seq_240_94,8883552,
seq_240_95,8550202,
seq_240_96,8318501,
seq_240_97,8804367,
seq_240_98,8535321,
seq_240_99,9182280,
seq_250_0,9569330,
seq_250_1,9556114,
seq_250_2,10194096,
seq_250_3,9551380,
seq_250_4,9162227,
seq_250_5,9263643,
seq_250_6,9208552,
seq_250_7,9939284,
seq_250_8,9506229,
seq_250_9,9597153,
seq_250_10,10973105,
seq_250_11,9652823,
seq_250_12,9680998,
seq_250_13,9285382,
seq_250_14,9592991,
seq_250_15,9226942,
seq_250_16,10401180,
seq_250_17,9543941,
